  ORIGINAL		  PREDICTED		  ERROR
49.3439465539		55.5386708833		-6.19472432938
45.9015045189		49.4048610973		-3.50335657841
16.2126008148		45.861956216		-29.6493554012
-3.32533299193		16.220861598		-19.5461945899
-27.7594082188		-3.33037658712		-24.4290316317
-42.14218365		-27.7463581766		-14.3958254734
-44.4805931175		-42.0687320053		-2.41186111218
-37.758962069		-44.0915337408		6.33257167182
-16.9975338846		-37.7247613641		20.7272274796
11.904975572		-16.9909911825		28.8959667545
33.1004780234		11.8988821373		21.201595886
53.2799158266		33.0992911913		20.1806246354
59.2234531024		53.241951575		5.98150152738
63.642443133		59.195261655		4.44718147798
53.423936634		63.3637747597		-9.93983812566
30.7233444421		53.401953414		-22.6786089719
-0.092364306837		30.7177205558		-30.8100848626
-25.5016826276		-0.0889544070737		-25.4127282205
-39.2284192763		-25.4868675921		-13.7415516842
-43.1138282371		-39.170946901		-3.94288133618
-32.6633213586		-42.8569275407		10.193606182
-19.4688811235		-32.6535493987		13.1846682752
6.58381466264		-19.4527624592		26.0365771218
24.770322506		6.57585990956		18.1944625964
48.0747889521		24.7762384274		23.2985505247
54.7972128505		48.0414001219		6.75581272859
50.4024567994		54.3202369361		-3.91778013665
47.8053359862		50.4744147293		-2.66907874309
23.5352917823		47.7559905442		-24.2206987619
1.99629278022		23.5378915958		-21.5415988156
-12.6379666529		2.00671977834		-14.6446864313
-22.9760858204		-12.624323174		-10.3517626464
-27.1498348439		-22.9208645724		-4.22897027153
-18.5806757335		-26.8028381952		8.2221624617
-4.86082294519		-18.5603028975		13.6994799523
9.68486446177		-4.85875620949		14.5436206713
23.5147897162		9.68308693508		13.8317027811
36.1855689093		23.5114907608		12.6740781485
34.1384721132		36.0265151297		-1.88804301651
31.5282459507		34.0868002456		-2.55855429493
22.778089013		31.4415388		-8.66344978705
11.6283532254		22.7660285568		-11.1376753314
-1.6980653558		11.621105606		-13.3191709618
-9.31477523734		-1.67265960268		-7.64211563467
-14.4398032522		-9.28446674699		-5.15533650519
-5.92913523547		-14.068460567		8.13932533151
2.25467313648		-5.9314804912		8.18615362767
18.7510756225		2.28097274344		16.4701028791
32.5762886271		18.7452798947		13.8310087324
37.502379133		32.5292045075		4.97317462556
42.165202509		37.4966540909		4.66854841813
26.5445267826		42.0074859879		-15.4629592053
18.407691208		26.5701964313		-8.1625052233
5.85346892442		18.3873638282		-12.5338949038
-17.7469791295		5.83707783746		-23.5840569669
-27.8050211841		-17.7242955303		-10.0807256539
-29.1632948071		-27.6931708762		-1.47012393085
-14.5731102367		-29.0405519999		14.4674417631
-8.87700282664		-14.6137315644		5.73672873772
12.9763537352		-8.83880565285		21.815159388
31.3135329161		12.972011168		18.3415217481
49.4387449495		31.3132140536		18.1255308958
55.135524647		49.3985869024		5.7369377446
49.9724437365		54.5870056331		-4.61456189662
40.3006328623		49.9326930166		-9.63206015431
15.9436006554		40.2767514909		-24.3331508355
-9.46348254669		15.9427527579		-25.4062353046
-32.6624241935		-9.4616145417		-23.2008096518
-40.4727237729		-32.6328451507		-7.83987862212
-37.2078226305		-40.112831657		2.90500902656
-30.6750671603		-37.142172547		6.46710538663
-8.0337889905		-30.6407066761		22.6069176856
13.4957014383		-8.03492842735		21.5306298657
41.9079267905		13.5011857643		28.4067410262
56.8060918549		41.8939707892		14.9121210657
61.1049204814		56.7538749295		4.35104555188
62.5347460585		60.9435646985		1.59118136005
47.371377011		62.4163873578		-15.0450103468
23.7236951905		47.3602885236		-23.6365933331
-0.473134125219		23.7232154176		-24.1963495429
-28.6517826319		-0.476031599831		-28.1757510321
-36.8113411496		-28.6242470659		-8.18709408366
-38.0004524048		-36.6767678771		-1.32368452765
-35.887425947		-36.8997398338		1.01231388679
-16.3653086579		-35.8262453455		19.4609366877
12.5831972935		-16.3573840606		28.9405813541
33.492168718		12.5767844241		20.9153842939
45.7803236723		33.4768676034		12.3034560689
55.1719361739		45.7680711871		9.40386498673
50.2509668464		54.8476451454		-4.59667829894
43.5904592548		50.2252224682		-6.63476321346
20.5052186749		43.5567582827		-23.0515396078
-3.36650596924		20.5045053633		-23.8710113326
-19.608918998		-3.35713649389		-16.2517825041
-20.9208554627		-19.5308433009		-1.39001216182
-25.7170689257		-21.0893561931		-4.62771273252
-19.004515641		-25.2357614445		6.23124580348
-2.64027987765		-18.970264909		16.3299850314
12.5183762842		-2.64270515881		15.161081443
24.8123114756		12.5108014679		12.3015100077
41.2837578286		24.8223383321		16.4614194964
41.841322376		41.1987487806		0.642573595406
32.0921574894		41.6693932201		-9.57723573068
19.1487691409		32.0798329789		-12.931063838
5.5481035524		19.1469038123		-13.5988002599
-9.29004339338		5.54504531127		-14.8350887047
-16.2345915556		-9.25816651473		-6.97642504089
-14.7528229234		-15.9196453669		1.16682244352
-11.4606774439		-14.6012174929		3.14054004898
5.28195104553		-11.4024120736		16.6843631191
20.2292747999		5.27837946347		14.9508953364
30.7958257249		20.2159463129		10.5798794119
34.0770276886		30.7262600361		3.35076765251
36.9155270744		34.0534270001		2.86210007432
23.3831487117		36.7547873685		-13.3716386568
18.1432563246		23.4273376047		-5.28408128005
-1.04255853131		18.1010882606		-19.1436467919
-15.9904549808		-1.03532101166		-14.9551339691
-28.8199986318		-15.9849747009		-12.8350239308
-24.4969221857		-28.6187131543		4.12179096859
-17.7238711202		-24.4577617014		6.73389058126
-3.70117264503		-17.6916491996		13.9904765546
22.1836344858		-3.68670235493		25.8703368407
36.8219501512		22.1702798651		14.6516702861
51.0017197764		36.8208459555		14.1808738209
58.1520914453		50.9718991741		7.18019227121
45.8606257846		57.8969925102		-12.0363667256
30.5573147046		45.8527464821		-15.2954317775
6.51669813714		30.5462083707		-24.0295102336
-14.8149532111		6.51932681101		-21.3342800221
-29.1948715386		-14.8041872237		-14.3906843149
-39.0305298842		-29.179552369		-9.85097751523
-36.5801501437		-38.796193014		2.21604287027
-27.6774169568		-36.489762562		8.81234560519
-5.45635004687		-27.6515011867		22.1951511398
23.7379214978		-5.4511065343		29.1890280321
43.4509601701		23.7300918817		19.7208682884
55.4620439022		43.4359494409		12.0260944612
66.2457985089		55.4573243745		10.7884741344
58.9587919567		65.947300785		-6.98850882823
45.1027302891		58.9303183417		-13.8275880526
15.2445538974		45.0866984393		-29.8421445419
-13.0163916132		15.2454993729		-28.2618909861
-27.1567168357		-13.001243429		-14.1554734067
-42.8389679726		-27.1601811427		-15.6787868299
-43.1983870274		-42.7476514513		-0.450735576133
-28.1970088393		-43.0935488844		14.896540045
-7.35170260958		-28.1879929962		20.8362903866
9.14239115819		-7.35791622268		16.5003073809
40.4631222368		9.15495858731		31.3081636495
47.6928045732		40.4344354828		7.2583690904
57.6550484781		47.7111407566		9.94390772158
52.678733453		57.3540084646		-4.67527501159
33.654985923		52.6349569654		-18.9799710424
13.8901214871		33.6540008795		-19.7638793924
-1.69452756197		13.8967809943		-15.5913085562
-16.344264771		-1.6924827191		-14.6517820519
-28.9779028799		-16.3388577767		-12.6390451032
-24.903008555		-28.7769710357		3.87396248066
-13.527430589		-24.8460795409		11.318648952
-2.76901770711		-13.5299494218		10.7609317147
19.4690779444		-2.74874806762		22.217826012
26.8773191476		19.4379297729		7.43938937469
34.6763135734		26.880697745		7.79561582839
38.5889441946		34.6216517997		3.96729239491
29.3809802624		38.2817562463		-8.90077598384
13.7031425783		29.3605465939		-15.6574040156
3.84916209176		13.7207060196		-9.87154392785
-8.02011634765		3.840645317		-11.8607616647
-11.957222833		-7.96153632625		-3.99568650679
-13.9976989151		-11.8545095092		-2.14318940587
-8.85328402333		-13.4623517767		4.60906775336
9.2065775548		-8.80980069912		18.0163782539
23.0484894555		9.1983365834		13.8501528721
29.8080733848		23.016380351		6.79169303375
39.5841967395		29.8298957753		9.75430096427
33.8517521686		39.262853002		-5.4111008334
26.4305544126		33.8323377464		-7.40178333378
7.39842178565		26.3993722569		-19.0009504713
-7.77824273955		7.40498318624		-15.1832259258
-22.6610345213		-7.77759229058		-14.8834422307
-25.8519686049		-22.5982132502		-3.25375535469
-23.3559571937		-24.8421559281		1.48619873445
-8.36166893906		-23.2861304307		14.9244614916
6.56477358188		-8.36182050702		14.9265940889
20.2174878186		6.56165669881		13.6558311198
42.783067698		20.2308080531		22.5522596449
53.3782909228		42.7622025495		10.6160883733
58.3755573765		53.3341380265		5.04141934998
43.7719326319		58.1976481473		-14.4257155153
29.2268241073		43.7720703739		-14.5452462666
6.08866598987		29.2149276664		-23.1262616765
-21.208746805		6.08540320657		-27.2941500115
-38.3371724367		-21.1986189599		-17.1385534768
-38.4559869265		-38.2508094138		-0.205177512695
-34.4787817482		-38.0559779303		3.57719618212
-27.3333390092		-34.4289114924		7.09557248324
-0.0276013562454		-27.3028476918		27.2752463355
23.9109070126		-0.0301622282041		23.9410692408
47.9784665983		23.9110190076		24.0674475907
63.5398246075		47.9677976359		15.5720269716
62.8923836867		63.4352517035		-0.542868016754
49.9394637111		62.7878540355		-12.8483903244
36.3617109137		49.9376886348		-13.5759777211
7.93478089279		36.3455519976		-28.4107711048
-11.2218051506		7.94286724368		-19.1646723943
-28.787045611		-11.2194464426		-17.5675991684
-40.5212799109		-28.7736378054		-11.7476421054
-37.6922228617		-40.3271009671		2.63487810534
-23.7285832829		-37.6233465216		13.8947632387
-8.3176682704		-23.7252314116		15.4075631412
20.3285818896		-8.30442913011		28.6330110197
38.0750255669		20.3186362842		17.7563892827
55.5125146181		38.0745264242		17.437988194
56.7158347715		55.4379312012		1.27790357022
51.0373397247		56.3315223594		-5.29418263467
28.7725683246		50.9993208123		-22.2267524877
14.3344207416		28.7840147488		-14.4495940072
-2.53195010608		14.3294749659		-16.861425072
-22.1050619873		-2.53601954259		-19.5690424447
-26.0848018627		-22.0560098685		-4.0287919942
-25.7416266697		-25.6403730248		-0.101253644943
-14.5601264053		-25.6155810016		11.0554545963
3.9948342901		-14.5437841493		18.5386184394
16.8933078779		3.98352113272		12.9097867452
30.7372152751		16.895950774		13.8412645011
39.3218049579		30.7166813973		8.60512356066
36.634803661		39.0295341192		-2.39473045818
25.478706578		36.5562187144		-11.0775121365
17.6538886962		25.4970116036		-7.84312290741
2.74719747773		17.6273369392		-14.8801394615
-13.4034724621		2.74461948521		-16.1480919473
-14.2177145631		-13.3197149595		-0.897999603611
-14.4449613889		-14.0220494714		-0.422911917524
-6.99317827074		-14.2312089664		7.23803069563
13.5928655854		-6.9620405095		20.5549060949
26.2859897014		13.5788743844		12.707115317
38.194210842		26.2833968303		11.9108140117
34.4091031155		37.9822512479		-3.5731481324
31.4874935252		34.447286837		-2.95979331178
19.420957311		31.4150645084		-11.9941071973
9.24385681683		19.4285764741		-10.1847196573
-12.4439066874		9.22212904663		-21.666035734
-17.8126961884		-12.4041443989		-5.40855178953
-30.1349520162		-17.8549549425		-12.2799970738
-23.1156209762		-29.8818230256		6.76620204942
-5.05384242311		-23.0826440386		18.0288016154
6.21520088838		-5.06935666213		11.2845575505
27.1004680816		6.23326421268		20.8672038689
46.1437074099		27.098158932		19.0455484779
50.6734873641		46.0973311765		4.57615618757
51.3385108823		50.431673819		0.906837063217
37.9104826779		51.215480644		-13.3049979661
23.4893517831		37.9079228196		-14.4185710365
-2.45911803926		23.4755795563		-25.9346975956
-20.4508301771		-2.45096496751		-17.9998652096
-35.0233231954		-20.4444050329		-14.5789181625
-38.7459702485		-34.965295161		-3.78067508751
-36.813168791		-37.9301774014		1.11700861037
-17.3762722073		-36.7505193697		19.3742471624
8.90714114371		-17.3697702046		26.2769113483
36.3446526145		8.90794082873		27.4367117857
49.6979213471		36.3283703443		13.3695510028
61.9073537198		49.6944227764		12.2129309434
63.8252209834		61.8197234337		2.00549754968
53.5790772316		63.6202347427		-10.0411575111
32.2378083611		53.5577157754		-21.3199074143
1.37333792367		32.2308966462		-30.8575587225
-21.299613408		1.3790094983		-22.6786229063
-37.3994175766		-21.2909515868		-16.1084659898
-46.8790125845		-37.3796236956		-9.49938888892
-34.4264050145		-46.6197349817		12.1933299672
-20.6521709058		-34.4225654736		13.7703945678
-3.62024731941		-20.6453310213		17.0250837019
21.4775920412		-3.61126824655		25.0888602877
47.5764515137		21.4783557601		26.0980957536
50.6950299125		47.5318161653		3.16321374718
59.792317054		50.7692339747		9.02308307929
49.5312003589		59.4856988934		-9.95449853452
23.2490993428		49.5086509017		-26.2595515589
10.2908596193		23.2657647995		-12.9749051802
-7.78911476172		10.2803223151		-18.0694370768
-25.3932209661		-7.788367381		-17.6048535851
-30.0693800691		-25.3463908287		-4.72298924034
-26.63243617		-29.3782111007		2.74577493073
-12.0019071332		-26.571634352		14.5697272188
11.3750596332		-11.9900077829		23.3650674161
21.8456768742		11.3535702457		10.4921066285
30.6764371529		21.8368944249		8.83954272794
37.6190235194		30.6613309679		6.95769255158
36.0055968461		37.2949427314		-1.28934588527
21.1242058123		35.9253693759		-14.8011635636
10.1807539275		21.1359242714		-10.9551703439
-7.59757318081		10.1644903364		-17.7620635172
-8.58242185692		-7.52227686328		-1.06014499364
-15.0282909448		-8.75004970658		-6.27824123827
-12.6148089172		-14.6106220743		1.9958131571
-0.527207270398		-12.5346845608		12.0074772904
18.6200284855		-0.512977405949		19.1330058914
29.1241410212		18.6009087236		10.5232322976
33.2169038745		29.0675962094		4.14930766514
34.7338511086		33.0639477731		1.66990333548
36.391983189		34.7618423899		1.63014079908
21.6076904205		36.2666664541		-14.6589760336
-1.06302818498		21.5966109436		-22.6596391286
-17.7947095197		-1.05543499625		-16.7392745234
-27.7926889298		-17.7762506289		-10.0164383009
-31.1829234608		-27.7244969746		-3.45842648623
-20.701496576		-30.9404670137		10.2389704377
-4.68468659542		-20.685955824		16.0012692286
10.0805024979		-4.68732699638		14.7678294943
29.915648687		10.0889121207		19.8267365663
54.0505063244		29.9200824677		24.1304238567
54.4609215851		53.9904510442		0.470470540925
53.6795641253		54.0636640116		-0.384099886328
42.0116886937		53.5676140631		-11.5559253694
18.8915027203		41.9934223923		-23.1019196721
-5.80357532898		18.8901255404		-24.6937008694
-29.9635436292		-5.80312695889		-24.1604166703
-36.5843582223		-29.9301356293		-6.65422259298
-38.1016954076		-36.4481044242		-1.65359098344
-32.2011294093		-37.7066475916		5.5055181823
-14.2992222052		-32.1620732521		17.8628510469
10.7996012745		-14.2915098244		25.091111099
39.8664141562		10.8023013544		29.0641128018
59.9502160635		39.8590591143		20.0911569492
68.8418794192		59.9248178357		8.91706158359
58.6368163566		68.5320855689		-9.8952692123
47.9819129034		58.6347491023		-10.6528361989
23.1647675039		47.9605379125		-24.7957704085
-3.79756334689		23.1631681996		-26.9607315464
-28.7586714771		-3.79607951899		-24.9625919581
-39.8750711137		-28.7383932992		-11.1366778145
-43.4320207126		-39.8105584684		-3.62146224416
-32.7954882612		-43.1899601116		10.3944718504
-15.9145808298		-32.7792734625		16.8646926327
5.9193212536		-15.9080075728		21.8273288264
26.7855191986		5.91825994798		20.8672592506
50.1281441961		26.7880507317		23.3400934644
54.8399567585		50.0868686872		4.75308807127
56.0130095547		54.6575742598		1.35543529487
37.6194843785		55.9207495519		-18.3012651733
22.3131163051		37.6249058668		-15.3117895617
3.66277728205		22.3073348159		-18.6445575338
-10.1290899249		3.6719410546		-13.8010309795
-21.4707343018		-10.1213567903		-11.3493775115
-30.202174609		-21.4578507605		-8.74432384845
-23.7032744445		-29.8320809285		6.12880648397
-7.64785248684		-23.6678234483		16.0199709614
15.8943298008		-7.63841531938		23.5327451202
31.401846347		15.8839383391		15.5179080079
35.2662149658		31.3464631223		3.91975184348
37.8425787778		35.2049339589		2.63764481894
28.2226896718		37.596671982		-9.3739823102
18.2104771452		28.2206541168		-10.0101769716
3.88297208126		18.1960598958		-14.3130878145
-9.56777417444		3.88524380824		-13.4530179827
-17.1831163216		-9.542131414		-7.64098490757
-12.5625434594		-16.7674554881		4.20491202869
-3.76205744732		-12.5175857602		8.75552831286
2.0333682124		-3.78987554209		5.82324375449
18.6158831217		2.07335302521		16.5425300965
31.8108064729		18.6082750109		13.202531462
42.385238705		31.801567538		10.5836711671
35.6179240754		42.08295848		-6.46503440457
27.8732844285		35.6086566068		-7.73537217832
19.4518186802		27.8681078524		-8.41628917219
-0.925646209542		19.4245538445		-20.350200054
